sn,day,msg_log,label,prediction,memory,processor,cpu0,asserted,deasserted,caterr,correctable,ecc,uncorrectable,detected,system,0x3b,configuration,power,0x19,state,cpu_caterr,cpu0_status,temperature,cpu1_status,mcerr,error,failure,0x7d,ierr,supply,presence,chassis_control,reset,device,unknown,bios_boot_up,0xe0,machine,boot,disabled,s4s5,transition,up,microcontroller,initiated,125,0x17,0x10,button,0x13,0xf9,event,status,going
SERVER_10505,44072, processor cpu0_status | ierr | asserted. management subsys health system_health | sensor access degraded or unavailable | deasserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | ierr | deasserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted.,1,1,0,2,0,5,2,0,0,0,0,0,4,0,0,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0
SERVER_10516,43885, memory cpu1a0_dimm_stat | correctable ecc | asserted. memory cpu1a0_dimm_stat | memory device disabled | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. memory cpu1a0_dimm_stat | correctable ecc | deasserted. processor cpu1_status | configuration error | asserted. memory cpu1a0_dimm_stat | memory device disabled | deasserted. memory cpu1a0_dimm_stat | uncorrectable ecc | asserted. memory cpu1a0_dimm_stat | uncorrectable ecc | deasserted. processor cpu1_status | configuration error | deasserted.,0,2,8,2,0,5,4,0,2,4,2,0,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10518,43968, processor cpu0_status | ierr | deasserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu1_status | ierr | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu0_status | ierr | asserted. processor cpu1_status | ierr | deasserted.,1,1,0,4,0,4,2,0,0,0,0,0,2,0,0,2,0,2,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10520,43862, management subsystem health system_health | sensor access degraded or unavailable | asserted. management subsys health system_health | sensor access degraded or unavailable | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu1_status | configuration error | deasserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu1_status | ierr | asserted. processor cpu0_status | ierr | asserted. management subsys health system_health | sensor access degraded or unavailable | deasserted. processor cpu0_status | ierr | deasserted. processor cpu1_status | configuration error | asserted. management subsystem health system_health | sensor access degraded or unavailable | deasserted. processor cpu1_status | ierr | deasserted.,1,1,0,6,0,8,5,0,0,0,0,0,3,0,2,2,0,2,0,2,0,4,0,2,0,0,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10530,44146, processor cpu1_status | ierr | asserted. management subsys health system_health | sensor access degraded or unavailable | deasserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. management subsystem health system_health | sensor access degraded or unavailable | deasserted. processor cpu0_status | ierr | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. button button_pressed | power button pressed | asserted. processor cpu0_status | ierr | deasserted. processor cpu1_status | ierr | deasserted. processor cpu0_status | configuration error | asserted.,1,1,0,5,0,7,4,0,0,0,0,0,3,0,1,3,0,2,0,3,0,2,0,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0
SERVER_10553,44011, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. memory cpu0d0_dimm_stat | correctable ecc | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. memory cpu0d0_dimm_stat | uncorrectable ecc | asserted. processor cpu1_status | configuration error | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. memory cpu0d0_dimm_stat | correctable ecc | deasserted.,1,0,3,1,0,6,1,0,2,3,1,0,3,0,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10570,44138, memory cpu1e0_dimm_stat | correctable ecc | deasserted. memory cpu1e0_dimm_stat | memory device disabled | deasserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. memory cpu1e0_dimm_stat | memory device disabled | asserted. memory cpu0e0_dimm_stat | memory device disabled | deasserted. memory cpu1b0_dimm_stat | memory device disabled | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. memory cpu1b0_dimm_stat | memory device disabled | deasserted. memory cpu0e0_dimm_stat | uncorrectable ecc | asserted. management subsystem health system_health | sensor access degraded or unavailable | deasserted. management subsys health system_health | sensor access degraded or unavailable | deasserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. memory cpu0e0_dimm_stat | memory device disabled | asserted. memory cpu1b0_dimm_stat | correctable ecc | deasserted. management subsys health system_health | sensor access degraded or unavailable | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. processor cpu0_status | configuration error | deasserted. management subsystem health system_health | sensor access degraded or unavailable | asserted. processor cpu0_status | configuration error | asserted. memory cpu1b0_dimm_stat | correctable ecc | asserted. memory cpu0e0_dimm_stat | uncorrectable ecc | deasserted.,1,0,17,2,0,12,9,0,3,5,2,0,4,0,2,3,0,2,0,2,0,0,0,2,0,0,0,0,0,0,1,6,0,2,0,0,2,6,1,0,1,0,4,0,0,0,0,0,0,0,0,0
SERVER_10609,43910, power supply power_drop | failure detected | asserted. processor cpu0_status | ierr | deasserted. processor cpu0_status | ierr | asserted. management subsys health system_health | sensor access degraded or unavailable | asserted. processor cpu1_status | ierr | asserted. power supply power_drop | failure detected | deasserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu1_status | ierr | deasserted.,1,0,0,4,0,5,3,0,0,0,0,2,1,0,0,3,0,1,0,2,0,2,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10619,43872, memory cpu1a1_dimm_stat | correctable ecc | asserted.,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10730,43929, management subsystem health system_health | sensor access degraded or unavailable | deasserted. management subsys health system_health | sensor access degraded or unavailable | deasserted. processor cpu1_status | ierr | asserted. management subsystem health system_health | sensor access degraded or unavailable | asserted. management subsys health system_health | sensor access degraded or unavailable | asserted. processor cpu1_status | configuration error | asserted. processor cpu0_status | ierr | asserted.,1,1,0,3,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10770,43898, memory cpu1e0_dimm_stat | correctable ecc | asserted. memory cpu1e0_dimm_stat | uncorrectable ecc | deasserted. memory cpu1e0_dimm_stat | correctable ecc | deasserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu1_status | configuration error | asserted. processor cpu1_status | configuration error | deasserted. memory cpu1e0_dimm_stat | uncorrectable ecc | asserted.,0,0,4,2,0,4,3,0,2,4,2,0,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10773,44110, system boot initiated bios_boot_up | initiated by warm reset | asserted. processor cpu0_status | ierr | deasserted. processor cpu0_status | ierr | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted.,1,1,0,2,0,5,1,0,0,0,0,0,4,0,0,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0
SERVER_10848,43866, processor cpu1_status | ierr | deasserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by power up | asserted. processor cpu1_status | ierr | asserted.,1,1,0,2,0,5,1,0,0,0,0,0,4,0,0,3,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0
SERVER_1089,43977, processor | configuration error () | asserted. memory | correctable ecc (@dimm3a(cpu2)) | asserted. unknown #0xff |  | asserted.,1,1,1,1,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10893,43945, os boot #0xe0 | boot completed - device not specified | asserted. memory #0xe2 | uncorrectable ecc | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated #0xe0 | initiated by hard reset | asserted. memory #0xe2 | correctable ecc | asserted.,1,2,2,0,0,5,0,0,1,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10897,43946, memory cpu1c1_dimm_stat | correctable ecc | asserted. memory cpu1b1_dimm_stat | correctable ecc | deasserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. memory cpu1c1_dimm_stat | uncorrectable ecc | asserted. processor cpu0_status | configuration error | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted.,0,0,3,1,0,6,1,0,2,3,1,0,3,0,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_109,44063, processor cpu1 status | configuration error | asserted. system acpi power state acpi state | s0/g0: working | asserted. memory dimm100 | presence detected | deasserted. memory dimm000 | presence detected | deasserted. system boot initiated sysrestart | system restart | asserted. memory dimm130 | presence detected | deasserted. processor cpu2 status | configuration error | deasserted. memory dimm010 | presence detected | asserted. memory dimm110 | presence detected | asserted. processor cpu2 status | configuration error | asserted. memory dimm110 | presence detected | deasserted. physical security areaintrusion | general chassis intrusion | asserted. memory dimm000 | presence detected | asserted. memory dimm120 | presence detected | deasserted. processor cpu1 status | configuration error | deasserted. memory dimm030 | presence detected | asserted. system acpi power state acpi state | s4/s5: soft-off | asserted. memory dimm020 | presence detected | asserted. memory dimm130 | presence detected | asserted. memory dimm120 | presence detected | asserted. memory dimm100 | presence detected | asserted. memory dimm020 | presence detected | deasserted. memory dimm010 | presence detected | deasserted. memory dimm030 | presence detected | deasserted.,1,1,16,4,0,14,10,0,0,0,0,16,4,0,4,2,0,4,0,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0
SERVER_10901,43961, memory cpu0c1_dimm_stat | uncorrectable ecc | asserted. processor cpu0_status | configuration error | asserted.,1,2,1,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_10901,43986, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu1_status | configuration error | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. memory cpu0f1_dimm_stat | uncorrectable ecc | asserted.,1,2,1,1,0,5,0,0,0,1,1,0,3,0,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10903,44039, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. memory cpu0f1_dimm_stat | uncorrectable ecc | asserted. processor cpu1_status | configuration error | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. memory cpu0f1_dimm_stat | correctable ecc | asserted.,1,2,2,1,0,6,0,0,1,2,1,0,3,0,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_10958,44014," processor cpu0_status | ierr | asserted. power supply ps1_status | ac out-of-range, but present | asserted. button button_pressed | power button pressed | asserted. microcontroller bmc_boot_up | device enabled | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu0_status | presence detected | asserted. processor cpu0_status | ierr | deasserted. power supply ps2_status | ac out-of-range, but present | asserted. system boot initiated bios_boot_up | initiated by warm reset | asserted. management subsys health system_health | sensor access degraded or unavailable | asserted. processor cpu1_status | ierr | asserted. power supply ps1_status | presence detected | asserted. processor cpu1_status | presence detected | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted. processor cpu1_status | ierr | deasserted. system boot initiated bios_boot_up | initiated by power up | asserted. power supply ps2_status | power supply ac lost | asserted. power supply ps1_status | power supply ac lost | asserted. power supply ps2_status | presence detected | asserted.",1,1,0,6,0,17,2,0,0,0,0,4,4,0,0,12,0,2,0,3,0,3,0,0,0,0,4,8,4,0,1,1,0,2,0,0,2,0,1,0,1,1,4,0,0,0,2,0,0,0,0,0
SERVER_11363,43870, processor #0xe4 | configuration error | asserted. system boot initiated #0xe0 | initiated by hard reset | asserted.,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_11397,44118, system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. system boot initiated #0xe0 | initiated by hard reset | asserted. os boot #0xe0 | boot completed - device not specified | asserted. processor cpu_caterr | state asserted | asserted. system acpi power state acpi_pwr_status | s0/g0: working | asserted.,0,1,0,1,0,6,0,0,0,0,0,0,3,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
SERVER_11400,44095, processor cpu_caterr | state asserted | asserted.,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11425,43969, processor #0xe4 | configuration error | asserted. system boot initiated #0xe0 | initiated by power up | asserted.,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
SERVER_11433,43854, unknown #0x17 |. unknown #0x17 |  | asserted. processor cpu_caterr | state asserted. processor cpu_caterr | state asserted | asserted.,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
SERVER_11483,44088, memory #0xe2 | correctable ecc | asserted. unknown #0xc5 |  | asserted. system acpi power state acpi_pwr_status | s4/s5: soft-off | asserted. processor cpu_caterr | state asserted | asserted. unknown #0xc5 |. processor cpu_caterr | state asserted.,1,0,1,2,0,6,0,0,1,1,0,0,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11488,44026, processor cpu_caterr | state asserted. processor cpu_caterr | state asserted | asserted.,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11531,43982, processor cpu_caterr | state asserted | asserted.,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11632,43947, processor cpu_caterr | state asserted. processor cpu_caterr | state asserted | asserted.,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11636,44032, processor cpu_caterr | state asserted | asserted.,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERVER_11656,43985, processor cpu_caterr | state asserted. unknown #0x17 |.,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SERVER_11684,43959, unknown #0x17 |. processor cpu_caterr | state asserted.,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
